GVKEY,DATE,YEAR,MLVALT
3362,31/05/2019,2018,13012.4955
3413,31/12/2006,2006,12375.9099
3413,31/12/2007,2007,13288.4213
3413,31/12/2008,2008,10655.9975
3413,31/12/2009,2009,12771.4633
3413,31/12/2010,2010,14455.4051
3413,31/12/2011,2011,18167.9047
3413,31/12/2012,2012,16266.1109
3413,31/12/2013,2013,16189.9642
3413,31/12/2014,2014,19332.7448
3413,31/12/2015,2015,18831.11
3413,31/12/2016,2016,22472.4
3413,31/12/2017,2017,26334.5
3413,31/12/2018,2018,24543.66
3439,31/12/2006,2006,3720.76
3439,31/12/2007,2007,3912.238
3439,31/12/2008,2008,2288.904
3439,31/12/2009,2009,3568.914
3439,31/12/2010,2010,4643.0808
3439,31/12/2011,2011,5610.528
3439,31/12/2012,2012,6438.0754
3439,31/12/2013,2013,7124.4875
3439,31/12/2014,2014,9562.644
3439,31/12/2015,2015,10000.041
3439,31/12/2016,2016,11620.5537
3439,31/12/2017,2017,13321.9031
3439,31/12/2018,2018,14069.5191
3497,31/12/2006,2006,8241.8806
3497,31/12/2007,2007,9489.5275
3497,31/12/2008,2008,4878.7208
3497,31/12/2009,2009,7134.3969
3497,31/12/2010,2010,9567.196
3497,31/12/2011,2011,8572.7573
3505,31/12/2006,2006,6651.6027
3505,31/12/2006,2006,6651.6027
3505,31/12/2007,2007,9331.4864
3505,31/12/2007,2007,9331.4864
3505,31/12/2008,2008,8990.745
3505,31/12/2008,2008,8990.745
3505,31/12/2009,2009,8370.298
3505,31/12/2009,2009,8370.298
3505,31/12/2010,2010,9376.298
3505,31/12/2010,2010,9376.298
3505,31/12/2011,2011,7837.85
3505,31/12/2011,2011,7837.85
3505,31/12/2012,2012,7766.021
3505,31/12/2012,2012,7766.021
3505,31/12/2013,2013,10340.256
3505,31/12/2013,2013,10340.256
3505,31/12/2014,2014,13893.283
3505,31/12/2014,2014,13893.283
3505,31/12/2015,2015,17327.642
3505,31/12/2015,2015,17327.642
3505,31/12/2016,2016,20913.557
3505,31/12/2016,2016,20913.557
3505,31/12/2017,2017,17682.87
3505,31/12/2017,2017,17682.87
3505,31/12/2018,2018,12150.918
3505,31/12/2018,2018,12150.918
3532,31/12/2006,2006,29281.15
3532,31/12/2007,2007,37616.32
3532,31/12/2008,2008,14752.44
3532,31/12/2009,2009,29988.43
3532,31/12/2010,2010,30158.52
3532,31/12/2011,2011,19664.7
3532,31/12/2012,2012,18551.4
3532,31/12/2013,2013,24930.18
3532,31/12/2014,2014,29212.82
3532,31/12/2015,2015,20656.4
3532,31/12/2016,2016,22474.02
3532,31/12/2017,2017,27447.42
3532,31/12/2018,2018,23805.48
3650,31/12/2006,2006,5932.636
3650,31/12/2007,2007,12463.1545
3650,31/12/2008,2008,5244.426
3650,31/12/2009,2009,9094.038
3650,31/12/2010,2010,21528.957
3650,31/12/2011,2011,16741.404
3650,31/12/2012,2012,20402.305
3650,31/12/2013,2013,26135.838
3650,31/12/2014,2014,26109.187
3650,31/12/2015,2015,15340.143
3650,31/12/2016,2016,22892.225
3650,31/12/2017,2017,29180.928
3650,31/12/2018,2018,21061.664
3735,31/12/2006,2006,22329.0505
3735,31/12/2007,2007,27899.9162
3735,31/12/2008,2008,18023.4918
3735,31/12/2009,2009,24269.672
3735,31/12/2010,2010,30960.5012
3735,31/12/2011,2011,32350.8192
3735,31/12/2012,2012,38431.25
3735,31/12/2013,2013,53893.32
3735,31/12/2014,2014,60365.553
3735,31/12/2015,2015,63789.984
3735,31/12/2016,2016,53880.848
3735,31/12/2017,2017,64658.412
3735,31/12/2018,2018,72338.68
3813,31/01/2007,2006,52755.5486
3813,31/01/2008,2007,45374.46
3813,31/01/2009,2008,23484.6144
3813,31/01/2010,2009,38177.8979
3813,31/01/2011,2010,38602.4035
3813,31/01/2012,2011,34006.7773
3813,31/01/2013,2012,38982.573
3813,31/01/2014,2013,35849.2118
3813,31/01/2015,2014,47126.1525
3813,31/01/2016,2015,43613.2793
3813,31/01/2017,2016,35860.9389
3813,31/01/2018,2017,40745.32
3813,31/01/2019,2018,37796.626
3835,31/10/2006,2006,19344.3453
3835,31/10/2007,2007,34049.8082
3835,31/10/2008,2008,16283.7338
3835,31/10/2009,2009,19278.6731
3835,31/10/2010,2010,32423.424
3835,31/10/2011,2011,30820.713
3835,31/10/2012,2012,33134.0592
3835,31/10/2013,2013,30592.0375
3835,31/10/2014,2014,29554.4122
3835,31/10/2015,2015,24701.586
3835,31/10/2016,2016,27794.0144
3835,31/10/2017,2017,42766.2321
3835,31/10/2018,2018,43131.5452
3897,31/12/2006,2006,8575.2506
3897,31/12/2007,2007,7175.6787
3897,31/12/2008,2008,5814.9234
3897,31/12/2009,2009,7209.786
3897,31/12/2010,2010,7678.477
3897,31/12/2011,2011,9215.4992
3897,31/12/2012,2012,10349.7376
3897,31/12/2013,2013,11756.8059
3897,31/12/2014,2014,15286.7127
3897,31/12/2015,2015,14391.6993
3897,31/12/2016,2016,17675.9448
3897,31/12/2017,2017,19635.701
3897,31/12/2018,2018,20066.3275
3980,30/09/2006,2006,63798.24
3980,30/09/2007,2007,67480.058
3980,30/09/2008,2008,55944.801
3980,30/09/2009,2009,51103.06
3980,30/09/2010,2010,62691.4
3980,30/09/2011,2011,54529.28
3980,30/09/2012,2012,93058.4
3980,30/09/2013,2013,114340.77
3980,30/09/2014,2014,151974.21
3980,30/09/2015,2015,169754.2
3980,30/09/2016,2016,148297.42
3980,30/09/2017,2017,149530.69
3980,30/09/2018,2018,174006.72
4029,31/12/2006,2006,29260.16
4029,31/12/2007,2007,27378.65
4029,31/12/2008,2008,20894.72
4029,31/12/2009,2009,23313.08
4029,31/12/2010,2010,24820.32
4029,31/12/2011,2011,30255.6
4029,31/12/2012,2012,29836.8
4029,31/12/2013,2013,37584.89
4029,31/12/2014,2014,44986.5
4029,31/12/2015,2015,40313.44
4029,31/12/2016,2016,48098.52
4029,31/12/2017,2017,52283.7
4029,31/12/2018,2018,48664.26
4040,31/12/2006,2006,7776.152
4040,31/12/2007,2007,8148.066
4040,31/12/2008,2008,2794.764
4040,31/12/2009,2009,4580.939
4040,31/12/2010,2010,3609.302
4040,31/12/2011,2011,2575.755
4040,31/12/2012,2012,1621.796
4040,31/12/2013,2013,3686.904
4040,31/12/2014,2014,3357.639
4040,31/12/2015,2015,3073.536
4040,31/12/2016,2016,1140.768
4040,31/12/2017,2017,651.93
4040,31/12/2018,2018,278.784
4058,31/12/2006,2006,10015.5703
4058,31/12/2007,2007,8943.2575
4058,31/12/2008,2008,6123.0212
4058,31/12/2009,2009,7775.9104
4058,31/12/2010,2010,10900.2821
4058,31/12/2011,2011,10657.4576
4058,31/12/2012,2012,11480.6541
4058,31/12/2013,2013,16402.8218
4058,31/12/2014,2014,11691.2206
4058,31/12/2015,2015,9503.2952
4058,31/12/2016,2016,11646.22
4058,31/12/2017,2017,15635.5748
4058,31/12/2018,2018,10281.8612
4060,31/12/2006,2006,38226.2349
4060,31/12/2007,2007,37069.2671
4060,31/12/2008,2008,13948.3811
4060,31/12/2009,2009,31780.4957
4060,31/12/2010,2010,39848.7884
4060,31/12/2011,2011,34068.0031
4060,31/12/2012,2012,38901.7407
4060,31/12/2013,2013,53513.2332
4060,31/12/2014,2014,52797.8623
4060,31/12/2015,2015,57500.1742
4060,31/12/2016,2016,69301.0303
4060,31/12/2017,2017,165752.585
4060,31/12/2018,2018,121344.9434
4066,31/12/2006,2006,17596.9046
4066,31/12/2007,2007,15352.19
4066,31/12/2008,2008,8272.516
4066,31/12/2009,2009,12073.86
4066,31/12/2010,2010,13075.9
4066,31/12/2011,2011,12188.172
4066,31/12/2012,2012,13089.52
4066,31/12/2013,2013,19157.712
4066,31/12/2014,2014,19111.849
4066,31/12/2015,2015,18135.702
4066,31/12/2016,2016,19975.317
4066,31/12/2017,2017,16758.183
4066,31/12/2018,2018,16398.436
4093,31/12/2006,2006,41744.97
4093,31/12/2007,2007,25454.54
4093,31/12/2008,2008,19092.72
4093,31/12/2009,2009,22527.89
4093,31/12/2010,2010,23669.49
4093,31/12/2011,2011,29392
4093,31/12/2012,2012,44915.2
4093,31/12/2013,2013,48721.06
4093,31/12/2014,2014,59062.78
4093,31/12/2015,2015,49116.32
4093,31/12/2016,2016,54334
4093,31/12/2017,2017,58877
4093,31/12/2018,2018,62740.1
4094,31/12/2006,2006,4975.679
4094,31/12/2007,2007,5034.184
4094,31/12/2008,2008,4114.76
4094,31/12/2009,2009,4319.744
4094,31/12/2010,2010,4071.664
4094,31/12/2011,2011,3569.391
4094,31/12/2012,2012,3248.245
4094,31/12/2013,2013,4639.95
4094,31/12/2014,2014,4342.464
4094,31/12/2015,2015,3751.873
4094,31/12/2016,2016,4464.576
4094,31/12/2017,2017,4369.329
4094,31/12/2018,2018,5304.0757
4108,31/12/2006,2006,2827.4303
4108,31/12/2007,2007,5416.9258
4108,31/12/2008,2008,2843.5725
4108,31/12/2009,2009,5194.9907
4108,31/12/2010,2010,6564.134
4108,31/12/2011,2011,5353.9439
4108,31/12/2012,2012,7066.218
4108,31/12/2013,2013,10812.5593
4108,31/12/2014,2014,8038.1007
4108,31/12/2015,2015,5432.1072
4108,31/12/2016,2016,6237.5147
4108,31/12/2017,2017,5490.4659
4108,31/12/2018,2018,4963.7391
4145,31/12/2006,2006,2739.9587
4145,31/12/2007,2007,3059.5617
4145,31/12/2008,2008,1629.0279
4145,31/12/2009,2009,2409.5036
4145,31/12/2010,2010,2987.7613
4145,31/12/2011,2011,2263.14
4145,31/12/2012,2012,3651.2426
4145,31/12/2013,2013,4643.57
4145,31/12/2014,2014,4918.7941
4145,31/12/2015,2015,6001.6614
4145,31/12/2016,2016,5716.5266
4145,31/12/2017,2017,8069.5963
4145,31/12/2018,2018,8687.3944
4213,31/12/2006,2006,11360.4324
4213,31/12/2007,2007,12639.9083
4213,31/12/2008,2008,8301.727
4213,31/12/2009,2009,10547.4051
4213,31/12/2010,2010,11723.3055
4213,31/12/2011,2011,16879.0169
4213,31/12/2012,2012,21190.5118
4213,31/12/2013,2013,31399.3465
4213,31/12/2014,2014,31340.6356
4213,31/12/2015,2015,33852.8198
4213,31/12/2016,2016,34207.7265
4213,31/12/2017,2017,38821.3601
4213,31/12/2018,2018,42394.6579
4321,30/09/2006,2006,33740.8194
4321,30/09/2007,2007,41960.4575
4321,30/09/2008,2008,31457.9006
4321,30/09/2009,2009,30135.0698
4321,30/09/2010,2010,39636.7081
4321,30/09/2011,2011,30523.0502
4321,30/09/2012,2012,34952.9345
4321,30/09/2013,2013,45720.902
4321,30/09/2014,2014,43593.5409
4321,30/09/2015,2015,28914.0795
4321,30/09/2016,2016,35038.81
4321,30/09/2017,2017,40323.9253
4321,30/09/2018,2018,48184.136
4423,31/12/2006,2006,5062.82
4423,31/12/2007,2007,4715.892
4423,31/12/2008,2008,3349.476
4423,31/12/2009,2009,3898.318
4423,31/12/2010,2010,4364.56
4423,31/12/2011,2011,4633.304
4423,31/12/2012,2012,6516.048
4423,31/12/2013,2013,8422.071
4423,31/12/2014,2014,9655.878
4423,31/12/2015,2015,13219.619
4423,31/12/2016,2016,14175.777
4423,31/12/2017,2017,14162.192
4423,31/12/2018,2018,11231.478
4430,31/12/2006,2006,5076.9253
4430,31/12/2007,2007,6508.4184
4430,31/12/2008,2008,4390.5543
4430,31/12/2009,2009,5750.4895
4430,31/12/2010,2010,6688.0205
4430,31/12/2011,2011,8189.8448
4430,31/12/2012,2012,8853.4288
4430,31/12/2013,2013,13546.3655
4430,31/12/2014,2014,11475.8172
4430,31/12/2015,2015,7952.64
4430,31/12/2016,2016,11302.8858
4430,31/12/2017,2017,15045.0944
4430,31/12/2018,2018,4806.9761
4494,31/12/2006,2006,8629.74
4494,31/12/2007,2007,9516.706
4494,31/12/2008,2008,7052.3417
4494,31/12/2009,2009,7372.1093
4494,31/12/2010,2010,11577.8208
4494,31/12/2011,2011,8683.6838
4494,31/12/2012,2012,8162.8036
4494,31/12/2013,2013,8962.9703
4494,31/12/2014,2014,8549.7742
4494,31/12/2015,2015,8211.2217
4494,31/12/2016,2016,9525.2267
4494,31/12/2017,2017,11409.6341
4494,31/12/2018,2018,11683.0184
4503,31/12/2006,2006,439013.27
4503,31/12/2007,2007,504239.58
4503,31/12/2008,2008,397234.08
4503,31/12/2009,2009,322334.13
4503,31/12/2010,2010,364064.48
4503,31/12/2011,2011,401253.84
4503,31/12/2012,2012,389648.1
4503,31/12/2013,2013,438702
4503,31/12/2014,2014,388382.45
4503,31/12/2015,2015,323960.2
4503,31/12/2016,2016,374398.48
4503,31/12/2017,2017,354549.96
4503,31/12/2018,2018,288921.03
4510,31/12/2006,2006,2933.2429
4510,31/12/2007,2007,4098.3415
4510,31/12/2008,2008,3243.3723
4510,31/12/2009,2009,4043.6594
4510,31/12/2010,2010,5711.0165
4510,31/12/2011,2011,6008.7755
4510,31/12/2012,2012,8056.4484
4510,31/12/2013,2013,10027.5776
4510,31/12/2014,2014,7603.1255
4510,31/12/2015,2015,5229.9593
4510,31/12/2016,2016,7561.5064
4510,31/12/2017,2017,12715.7725
4510,31/12/2018,2018,9783.5767
4517,31/12/2006,2006,22062.0857
4517,31/12/2007,2007,27609.8441
4517,31/12/2008,2008,20580.692
4517,31/12/2009,2009,21847.514
4517,31/12/2010,2010,21880.6154
4517,31/12/2011,2011,25326.08
4517,31/12/2012,2012,29336.56
4517,31/12/2013,2013,37244.7
4517,31/12/2014,2014,47086.47
4517,31/12/2015,2015,47893.29
4517,31/12/2016,2016,55907.28
4517,31/12/2017,2017,73565.49
4517,31/12/2018,2018,83085.96
4560,31/08/2006,2006,3840.8697
4560,31/08/2007,2007,4197.1123
4560,31/08/2008,2008,3481.4486
4560,31/08/2009,2009,4202.7429
4560,31/08/2010,2010,5582.0839
4560,31/08/2011,2011,6265.4767
4560,31/08/2012,2012,7341.6377
4560,31/08/2013,2013,8193.3995
4560,31/08/2014,2014,9099.5024
4598,31/05/2007,2006,34356.636
4598,31/05/2008,2007,28503.468
4598,31/05/2009,2008,17283.074
4598,31/05/2010,2009,26209.6817
4598,31/05/2011,2010,29686.4083
4598,31/05/2012,2011,28172.2513
4598,31/05/2013,2012,30594.4048
4598,31/05/2014,2013,41426.2501
4598,31/05/2015,2014,49001.6861
4598,31/05/2016,2015,43987.1059
4598,31/05/2017,2016,51784.9375
4598,31/05/2018,2017,66265.6709
4598,31/05/2019,2018,40209.5336
4611,31/01/2007,2006,20617.4183
4611,31/01/2008,2007,11593.3569
4611,31/01/2009,2008,3759.7518
4611,31/01/2010,2009,6704.029
4611,31/01/2011,2010,9800.3442
4611,31/01/2012,2011,13953.7579
4611,31/01/2013,2012,15318.0665
4611,31/01/2014,2013,19414.542
4611,31/01/2015,2014,21755.8671
4611,31/01/2016,2015,12537.445
4611,31/01/2017,2016,8982.021
4611,31/01/2018,2017,7908.6518
4611,31/01/2019,2018,8087.776
4640,31/12/2006,2006,22767.4353
4640,31/12/2007,2007,13386.0474
4640,31/12/2008,2008,4769.2166
4640,31/12/2009,2009,7751.913
4640,31/12/2010,2010,11689.2876
4640,31/12/2011,2011,11699.9069
4640,31/12/2012,2012,13408.7104
4640,31/12/2013,2013,17987.0852
4640,31/12/2014,2014,16789.9576
4640,31/12/2015,2015,15780.108
4640,31/12/2016,2016,20240.4186
4640,31/12/2017,2017,21050.0437
4640,31/12/2018,2018,15215.2274
4674,31/12/2006,2006,27304.8424
4674,31/12/2007,2007,16404.4914
4674,31/12/2008,2008,5503.2734
4674,31/12/2009,2009,6308.9069
4674,31/12/2010,2010,8793.659
4674,31/12/2011,2011,5412.9131
4674,31/12/2012,2012,10077.1071
4674,31/12/2013,2013,13625.6607
4674,31/12/2014,2014,14297.6275
4674,31/12/2015,2015,12454.3776
4674,31/12/2016,2016,17441.3832
4674,31/12/2017,2017,19596.695
4674,31/12/2018,2018,13712.1719
4699,31/12/2006,2006,13464.1087
4699,31/12/2007,2007,8960.6276
4699,31/12/2008,2008,6336.0547
4699,31/12/2009,2009,7907.9365
4699,31/12/2010,2010,10420.1462
4699,31/12/2011,2011,9594.6402
4699,31/12/2012,2012,12621.5892
4699,31/12/2013,2013,15194.6727
4699,31/12/2014,2014,16621.1591
4699,31/12/2015,2015,19335.9655
4699,31/12/2016,2016,24431.3938
4699,31/12/2017,2017,25662.8632
4699,31/12/2018,2018,19824.9363
4723,31/12/2006,2006,63864.9997
4723,31/12/2007,2007,54842.1812
4723,31/12/2008,2008,43893.3503
4723,31/12/2009,2009,43060.2569
4723,31/12/2010,2010,51809.37
4723,31/12/2011,2011,51660.6851
4723,31/12/2012,2012,59709.6581
4723,31/12/2013,2013,73719.8596
4723,31/12/2014,2014,80274.7217
4723,31/12/2015,2015,74467.3
4723,31/12/2016,2016,87170.3694
4723,31/12/2017,2017,88709.5127
4723,31/12/2018,2018,73500.9095
4737,31/12/2006,2006,5216.9015
4737,31/12/2007,2007,2293.5429
4737,31/12/2008,2008,2169.8413
4737,31/12/2009,2009,2974.532
4737,31/12/2010,2010,3102.4515
4737,31/12/2011,2011,2059.744
4737,31/12/2012,2012,2414.0562
4737,31/12/2013,2013,2753.7105
4737,31/12/2014,2014,3180.7076
4737,31/12/2015,2015,3464.2832
4737,31/12/2016,2016,4674.8162
4737,31/12/2017,2017,6531.4526
4737,31/12/2018,2018,4192.4207
4818,31/12/2006,2006,7188.5477
4818,31/12/2007,2007,12922.741
4818,31/12/2008,2008,8146.4177
4818,31/12/2009,2009,8054.278
4818,31/12/2010,2010,11689.9205
4818,31/12/2011,2011,8491.1948
4818,31/12/2012,2012,9537.0264
4818,31/12/2013,2013,12949.8135
4818,31/12/2014,2014,9011.6794
4818,31/12/2015,2015,6564.43
4818,31/12/2016,2016,7313.8302
4818,31/12/2017,2017,7226.7647
4818,31/12/2018,2018,4496.8588
4839,31/12/2006,2006,14212.9604
4839,31/12/2007,2007,14853.1235
4839,31/12/2008,2008,5487.5751
4839,31/12/2009,2009,33682.66
4839,31/12/2010,2010,63511.7177
4839,31/12/2011,2011,40896.0377
4839,31/12/2012,2012,50793.1116
4839,31/12/2013,2013,60853.1735
4839,31/12/2014,2014,61317.101
4839,31/12/2015,2015,55930.4382
4839,31/12/2016,2016,48208.2226
4839,31/12/2017,2017,49627.1665
4839,31/12/2018,2018,30435.9228
4885,30/09/2006,2006,26781.0818
4885,30/09/2007,2007,31297.425
4885,30/09/2008,2008,20514.7251
4885,30/09/2009,2009,23069.9944
4885,30/09/2010,2010,
4885,30/09/2011,2011,
4885,30/09/2012,2012,
4885,30/09/2013,2013,
4885,30/09/2014,2014,
4885,30/09/2015,2015,
4885,30/09/2016,2016,
4885,30/09/2017,2017,
4885,30/09/2018,2018,15786.5304
4990,31/01/2007,2006,15601.9071
4990,31/01/2008,2007,14012.06
4990,31/01/2009,2008,7828.32
4990,31/01/2010,2009,12898.08
4990,31/01/2011,2010,11330.76
4990,31/01/2012,2011,9205.3
4990,31/01/2013,2012,15130.84
4990,31/01/2014,2013,16983.68
4990,31/01/2015,2014,17340.99
4990,31/01/2016,2015,9813.84
4990,31/01/2017,2016,9188.97
4990,31/01/2018,2017,12930.36
4990,31/01/2019,2018,9616.32
5046,31/12/2006,2006,30170.6352
5046,31/12/2007,2007,35950.1802
5046,31/12/2008,2008,22270.6865
5046,31/12/2009,2009,26293.5099
5046,31/12/2010,2010,26400.8099
5046,31/12/2011,2011,23671.0476
5046,31/12/2012,2012,24498.998
5046,31/12/2013,2013,33767.6567
5046,31/12/2014,2014,45712.4097
5046,31/12/2015,2015,42991.8943
5046,31/12/2016,2016,52215.6645
5046,31/12/2017,2017,60403.4912
5046,31/12/2018,2018,45386.2126
5047,31/12/2006,2006,382421.0493
5047,31/12/2007,2007,370240.2949
5047,31/12/2008,2008,170697.7314
5047,31/12/2009,2009,161332.3248
5047,31/12/2010,2010,194155.227
5047,31/12/2011,2011,189362.7345
5047,31/12/2012,2012,218414.0688
5047,31/12/2013,2013,282006.4944
5047,31/12/2014,2014,254149.9926
5047,31/12/2015,2015,292164.8212
5047,31/12/2016,2016,276266.6024
5047,31/12/2017,2017,151475.964
5047,31/12/2018,2018,65875.8584
5071,31/05/2007,2006,20821.6
5071,31/05/2008,2007,21330
5071,31/05/2009,2008,16787.04
5071,31/05/2010,2009,23381.2475
5071,31/05/2011,2010,25643.696
5071,31/05/2012,2011,24824.58
5071,31/05/2013,2012,30168.864
5071,31/05/2014,2013,33633.639
5071,31/05/2015,2014,33617.005
5071,31/05/2016,2015,37467.104
5071,31/05/2017,2016,32733.306
5071,31/05/2018,2017,25082.199
5071,31/05/2019,2018,29757.936
5125,31/12/2006,2006,8088.2853
5125,31/12/2007,2007,7688.8095
5125,31/12/2008,2008,6036.512
5125,31/12/2009,2009,6032.5273
5125,31/12/2010,2010,8093.0322
5125,31/12/2011,2011,9525.8412
5125,31/12/2012,2012,9844.7908
5125,31/12/2013,2013,12792.3759
5125,31/12/2014,2014,16317.2524
5125,31/12/2015,2015,12890.4571
5125,31/12/2016,2016,14179.0914
5125,31/12/2017,2017,13933.5015
5125,31/12/2018,2018,14012.8707
5234,31/12/2006,2006,3740.8168
5234,31/12/2007,2007,6776.2428
5234,31/12/2008,2008,1440.5013
5234,31/12/2009,2009,3415.0482
5234,31/12/2010,2010,2878.8272
5234,31/12/2011,2011,3465.0751
5234,31/12/2012,2012,3386.7782
5234,31/12/2013,2013,5908.9091
5234,31/12/2014,2014,7699.1579
5234,31/12/2015,2015,8723.4781
5234,31/12/2016,2016,7766.7994
5234,31/12/2017,2017,7759.4081
5234,31/12/2018,2018,4738.6101
5256,31/12/2006,2006,5879.7159
5256,31/12/2007,2007,6954.2517
5256,31/12/2008,2008,5895.734
5256,31/12/2009,2009,6998.5819
5256,31/12/2010,2010,9581.7956
5256,31/12/2011,2011,13096.374
5256,31/12/2012,2012,14060.2629
5256,31/12/2013,2013,17586.6887
5256,31/12/2014,2014,17187.7425
5256,31/12/2015,2015,12566.4551
5256,31/12/2016,2016,13657.229
5256,31/12/2017,2017,13307.7263
5256,31/12/2018,2018,15773.1943
5439,31/12/2006,2006,30987.9
5439,31/12/2007,2007,33360.8
5439,31/12/2008,2008,16271.1
5439,31/12/2009,2009,27141.18
5439,31/12/2010,2010,37155.3
5439,31/12/2011,2011,31783.71
5439,31/12/2012,2012,32227.01
5439,31/12/2013,2013,43086.75
5439,31/12/2014,2014,33351.84
5439,31/12/2015,2015,29138.24
5439,31/12/2016,2016,46841.94
5439,31/12/2017,2017,42663.51
5439,31/12/2018,2018,23151.18
5518,31/12/2006,2006,4376.9223
5518,31/12/2007,2007,3714.3951
5518,31/12/2008,2008,4061.3099
5518,31/12/2009,2009,4395.3298
5518,31/12/2010,2010,6483.2869
5518,31/12/2011,2011,4102.1383
5518,31/12/2012,2012,4628.946
5518,31/12/2013,2013,7209.3356
5518,31/12/2014,2014,6847.6847
5518,31/12/2015,2015,8406.1912
5518,31/12/2016,2016,9683.8437
5518,31/12/2017,2017,11311.2605
5518,31/12/2018,2018,10247.9813
5581,30/09/2006,2006,2392.1031
5581,30/09/2007,2007,3397.4126
5581,30/09/2008,2008,4544.5382
5581,30/09/2009,2009,4169.8616
5581,30/09/2010,2010,4281.4367
5581,30/09/2011,2011,4347.6916
5581,30/09/2012,2012,5032.2818
5581,30/09/2013,2013,7358.1372
5581,30/09/2014,2014,10592.6658
5581,30/09/2015,2015,5093.1157
5581,30/09/2016,2016,7273.6494
5581,30/09/2017,2017,5659.3544
5581,30/09/2018,2018,7495.5174
5597,31/12/2006,2006,11467.1472
5597,31/12/2007,2007,8945.77
5597,31/12/2008,2008,7887.1959
5597,31/12/2009,2009,8160.0484
5597,31/12/2010,2010,10704.4645
5597,31/12/2011,2011,13913.2267
5597,31/12/2012,2012,16161.8249
5597,31/12/2013,2013,21769.3109
5597,31/12/2014,2014,22973.2069
5597,31/12/2015,2015,19351.6828
5597,31/12/2016,2016,21954.0518
5597,31/12/2017,2017,23934.8321
5597,31/12/2018,2018,22478.7542
5606,31/10/2006,2006,105838.9972
5606,31/10/2007,2007,133319.6195
5606,31/10/2008,2008,92457.7988
5606,31/10/2009,2009,112233.8351
5606,31/10/2010,2010,92651.8719
5606,31/10/2011,2011,52967.3647
5606,31/10/2012,2012,27185.3063
5606,31/10/2013,2013,46495.1087
5606,31/10/2014,2014,65993.6534
5606,31/10/2015,2015,48628.2642
5606,31/10/2016,2016,24808.1986
5606,31/10/2017,2017,35548.449
5606,31/10/2018,2018,37664.9178
5680,31/01/2007,2006,80257.8
5680,31/01/2008,2007,51781.6
5680,31/01/2009,2008,36514.88
5680,31/01/2010,2009,47560.98
5680,31/01/2011,2010,59677.71
5680,31/01/2012,2011,68227.43
5680,31/01/2013,2012,99309.28
5680,31/01/2014,2013,106053
5680,31/01/2015,2014,136476.94
5680,31/01/2016,2015,157451.52
5680,31/01/2017,2016,165508.74
5680,31/01/2018,2017,232642.2
5680,31/01/2019,2018,202800.65
5709,31/10/2006,2006,4959.3474
5709,31/10/2007,2007,4949.497
5709,31/10/2008,2008,3801.5635
5709,31/10/2009,2009,4870.8372
5709,31/10/2010,2010,6106.5334
5709,31/10/2011,2011,7778.9896
5709,31/10/2012,2012,7767.6893
5709,31/10/2013,2013,11458.5767
5709,31/10/2014,2014,14211.3768
5709,31/10/2015,2015,17847.1153
5709,31/10/2016,2016,20346.634
5709,31/10/2017,2017,16465.6918
5709,31/10/2018,2018,23309.6514
5723,31/12/2006,2006,13342.75
5723,31/12/2007,2007,8409.686
5723,31/12/2008,2008,3272.6033
5723,31/12/2009,2009,6830.7275
5723,31/12/2010,2010,11728.7166
5723,31/12/2011,2011,9397.9466
5723,31/12/2012,2012,11077.4206
5723,31/12/2013,2013,15246.2961
5723,31/12/2014,2014,14000.3026
5723,31/12/2015,2015,11691.3464
5742,31/12/2006,2006,5206.12
5742,31/12/2007,2007,5532.99
5742,31/12/2008,2008,4366.52
5742,31/12/2009,2009,5673.41
5742,31/12/2010,2010,6681
5742,31/12/2011,2011,8558.34
5742,31/12/2012,2012,8239
5742,31/12/2013,2013,9944.22
5742,31/12/2014,2014,10074.9
5742,31/12/2015,2015,7894.8
5742,31/12/2016,2016,10612.0291
5742,31/12/2017,2017,12224.4362
5742,31/12/2018,2018,14148.8195
5786,31/12/2006,2006,5592.5075
5786,31/12/2007,2007,5406.0271
5786,31/12/2008,2008,2804.0043
5786,31/12/2009,2009,2612.5313
5786,31/12/2010,2010,5931.0015
5786,31/12/2011,2011,4745.5889
5786,31/12/2012,2012,5385.5751
5786,31/12/2013,2013,8018.793
5786,31/12/2014,2014,8536.5066
5786,31/12/2015,2015,8791.9147
5786,31/12/2016,2016,14352.7954
5786,31/12/2017,2017,15608.7131
5786,31/12/2018,2018,12477.4626
5878,31/12/2006,2006,25808.6625
5878,31/12/2007,2007,28381.3934
5878,31/12/2008,2008,17493.9808
5878,31/12/2009,2009,24107.1046
5878,31/12/2010,2010,26579.583
5878,31/12/2011,2011,22589.3297
5878,31/12/2012,2012,27671.7121
5878,31/12/2013,2013,36174.2429
5878,31/12/2014,2014,36264.0392
5878,31/12/2015,2015,33711.0525
5878,31/12/2016,2016,42481.374
5878,31/12/2017,2017,56979.275
5878,31/12/2018,2018,41566.989
6008,31/12/2006,2006,116761.5
6008,31/12/2007,2007,155107.88
6008,31/12/2008,2008,81538.92
6008,31/12/2009,2009,112669.2
6008,31/12/2010,2010,115896.33
6008,31/12/2011,2011,121250
6008,31/12/2012,2012,101945.28
6008,31/12/2013,2013,128918.485
6008,31/12/2014,2014,172304.92
6008,31/12/2015,2015,162776.25
6008,31/12/2016,2016,171557.1
6008,31/12/2017,2017,216351.92
6008,31/12/2018,2018,211935.88
6066,31/12/2006,2006,146354.8235
