GVKEY,DATE,YEAR,MLVALT
8245,31/12/2012,2012,30787.68
8245,31/12/2013,2013,41350.14
8245,31/12/2014,2014,47713.29
8245,31/12/2015,2015,48036.24
8245,31/12/2016,2016,56725.6
8245,31/12/2017,2017,68249.17
8245,31/12/2018,2018,53427.87
8247,31/12/2006,2006,10535.7052
8247,31/12/2007,2007,11503.7442
8247,31/12/2008,2008,6966.9636
8247,31/12/2009,2009,9698.2047
8247,31/12/2010,2010,13483.3147
8247,31/12/2011,2011,12681.2126
8247,31/12/2012,2012,20785.1581
8247,31/12/2013,2013,26295.6004
8247,31/12/2014,2014,31432.2393
8247,31/12/2015,2015,26372.6863
8247,31/12/2016,2016,24384.5908
8247,31/12/2017,2017,29342.1467
8247,31/12/2018,2018,24112.07
8253,31/12/2006,2006,16125.5083
8253,31/12/2007,2007,20000.7521
8253,31/12/2008,2008,10372.9626
8253,31/12/2009,2009,13201.9536
8253,31/12/2010,2010,20946.302
8253,31/12/2011,2011,13369.296
8253,31/12/2012,2012,15977.214
8253,31/12/2013,2013,20963.931
8253,31/12/2014,2014,24109.545
8253,31/12/2015,2015,16651.62
8253,31/12/2016,2016,22409.73
8253,31/12/2017,2017,25005.944
8253,31/12/2018,2018,19804.724
8264,31/12/2006,2006,16542.5923
8264,31/12/2007,2007,15296.1313
8264,31/12/2008,2008,14026.4524
8264,31/12/2009,2009,16577.2948
8264,31/12/2010,2010,18907.6597
8264,31/12/2011,2011,16993.2335
8264,31/12/2012,2012,17306.2492
8264,31/12/2013,2013,18394.6676
8264,31/12/2014,2014,25337.6081
8264,31/12/2015,2015,26170.8098
8264,31/12/2016,2016,30803.8268
8264,31/12/2017,2017,23076.5115
8264,31/12/2018,2018,12358.0513
8272,31/12/2006,2006,14682.8162
8272,31/12/2007,2007,16163.9223
8272,31/12/2008,2008,10372.9021
8272,31/12/2009,2009,13799.5178
8272,31/12/2010,2010,12618.6586
8272,31/12/2011,2011,13196.425
8272,31/12/2012,2012,17193.6569
8272,31/12/2013,2013,21942.8194
8272,31/12/2014,2014,27431.4202
8272,31/12/2015,2015,23342.495
8272,31/12/2016,2016,25175.3979
8272,31/12/2017,2017,26875.3043
8272,31/12/2018,2018,29619.1763
8358,30/06/2006,2006,9336.444
8358,30/06/2007,2007,11373.1277
8358,30/06/2008,2008,11961.4338
8358,30/06/2009,2009,6894.5645
8358,30/06/2010,2010,8943.2578
8358,30/06/2011,2011,13917.7766
8358,30/06/2012,2012,11503.6313
8358,30/06/2013,2013,14242.1706
8358,30/06/2014,2014,18721.5742
8358,30/06/2015,2015,16118.5685
8358,30/06/2016,2016,14479.9966
8358,30/06/2017,2017,21286.7454
8358,30/06/2018,2018,20636.7219
8402,31/05/2007,2006,15438.9004
8402,31/05/2008,2007,12455.275
8402,31/05/2009,2008,9869.0838
8402,31/05/2010,2009,10316.154
8402,31/05/2011,2010,11695.83
8402,31/05/2012,2011,10867.122
8402,31/05/2013,2012,13603.842
8402,31/05/2014,2013,14922.93
8402,31/05/2015,2014,17846.892
8402,31/05/2016,2015,19540.888
8402,31/05/2017,2016,21287.262
8402,31/05/2018,2017,23543.22
8402,31/05/2019,2018,30824.347
8455,31/12/2006,2006,13799.7978
8455,31/12/2007,2007,19443.6864
8455,31/12/2008,2008,11495.8909
8455,31/12/2009,2009,12186.7827
8455,31/12/2010,2010,12722.8511
8455,31/12/2011,2011,17016.6751
8455,31/12/2012,2012,16661.0567
8455,31/12/2013,2013,18966.3589
8455,31/12/2014,2014,24190.2942
8455,31/12/2015,2015,22998.7394
8455,31/12/2016,2016,23144.8406
8455,31/12/2017,2017,21460.6681
8455,31/12/2018,2018,20406.7506
8479,31/12/2006,2006,102456.9
8479,31/12/2007,2007,121819.5
8479,31/12/2008,2008,85057.81
8479,31/12/2009,2009,95152
8479,31/12/2010,2010,103286.73
8479,31/12/2011,2011,103771.4
8479,31/12/2012,2012,105655.92
8479,31/12/2013,2013,126815.26
8479,31/12/2014,2014,140705.28
8479,31/12/2015,2015,144684.16
8479,31/12/2016,2016,149411.64
8479,31/12/2017,2017,170286.4
8479,31/12/2018,2018,155666.32
8530,31/12/2006,2006,184511.6
8530,31/12/2007,2007,153677.53
8530,31/12/2008,2008,119471.66
8530,31/12/2009,2009,146793.3
8530,31/12/2010,2010,140290.12
8530,31/12/2011,2011,163923
8530,31/12/2012,2012,182476.9868
8530,31/12/2013,2013,196001.37
8530,31/12/2014,2014,195964.65
8530,31/12/2015,2015,199329
8530,31/12/2016,2016,197153.6
8530,31/12/2017,2017,216559.38
8530,31/12/2018,2018,249547.05
8539,31/12/2006,2006,41433.7459
8539,31/12/2007,2007,53978.9801
8539,31/12/2008,2008,36599.9996
8539,31/12/2009,2009,32244.3771
8539,31/12/2010,2010,27559.2258
8539,31/12/2011,2011,28770.3135
8539,31/12/2012,2012,25421.1869
8539,31/12/2013,2013,23481.1731
8539,31/12/2014,2014,31882.6076
8539,31/12/2015,2015,25546.3173
8539,31/12/2016,2016,32794.0022
8539,31/12/2017,2017,37965.0718
8539,31/12/2018,2018,43665.2788
8543,31/12/2006,2006,179971.4914
8543,31/12/2007,2007,159298.2277
8543,31/12/2008,2008,31044.2473
8543,31/12/2009,2009,40752.4493
8543,31/12/2010,2010,51424.7788
8543,31/12/2011,2011,60617.0234
8543,31/12/2012,2012,63186.2256
8543,31/12/2013,2013,76529.6588
8543,31/12/2014,2014,97134.524
8543,31/12/2015,2015,114095.0344
8543,31/12/2016,2016,131404.0526
8543,31/12/2017,2017,135768.9052
8543,31/12/2018,2018,92559.7246
8549,31/12/2006,2006,118435.5999
8549,31/12/2007,2007,138757.269
8549,31/12/2008,2008,76673.2722
8549,31/12/2009,2009,75903.0939
8549,31/12/2010,2010,97435.0965
8549,31/12/2011,2011,93686.7729
8549,31/12/2012,2012,70748.7858
8549,31/12/2013,2013,86612.5904
8549,31/12/2014,2014,85037.2382
8549,31/12/2015,2015,57708.6532
8549,31/12/2016,2016,62036.6677
8549,31/12/2017,2017,64611.4032
8549,31/12/2018,2018,70976.0602
8606,31/12/2006,2006,10190.1145
8606,31/12/2007,2007,8160.1506
8606,31/12/2008,2008,5253.4919
8606,31/12/2009,2009,4715.8265
8606,31/12/2010,2010,4918.9616
8606,31/12/2011,2011,3703.3835
8606,31/12/2012,2012,2137.4058
8606,31/12/2013,2013,4708.5339
8606,31/12/2014,2014,4899.0524
8606,31/12/2015,2015,4037.5087
8606,31/12/2016,2016,2820.3121
8606,31/12/2017,2017,2086.2327
8606,31/12/2018,2018,1109.1593
8694,31/12/2006,2006,4992.1513
8694,31/12/2007,2007,5881.0463
8694,31/12/2008,2008,3887.7706
8694,31/12/2009,2009,3745.2495
8694,31/12/2010,2010,4107.7465
8694,31/12/2011,2011,4618.25
8694,31/12/2012,2012,4510.5942
8694,31/12/2013,2013,4788.7173
8694,31/12/2014,2014,6805.992
8694,31/12/2015,2015,6614.0569
8717,31/03/2007,2006,14276.5965
8717,31/03/2008,2007,14191.9782
8717,31/03/2009,2008,8378.3927
8717,31/03/2010,2009,17977.9949
8717,31/03/2011,2010,21151.5322
8717,31/03/2012,2011,25115.1082
8717,31/03/2013,2012,27723.7713
8717,31/03/2014,2013,36671.6846
8717,31/03/2015,2014,29103.27
8717,31/12/2015,2015,31956.8254
8762,30/06/2006,2006,176741.28
8762,30/06/2007,2007,191640.961
8762,30/06/2008,2008,184418.487
8762,30/06/2009,2009,149058.7
8762,30/06/2010,2010,170553.13
8762,30/06/2011,2011,175815.549
8762,30/06/2012,2012,168315
8762,30/06/2013,2013,211131.7557
8762,30/06/2014,2014,213042.2435
8762,30/06/2015,2015,212388.035
8762,30/06/2016,2016,225905.8256
8762,30/06/2017,2017,222519.8336
8762,30/06/2018,2018,195001.1396
8810,31/12/2006,2006,16770.5751
8810,31/12/2007,2007,24978.6006
8810,31/12/2008,2008,14760.5451
8810,31/12/2009,2009,16824.1675
8810,31/12/2010,2010,16095.0648
8810,31/12/2011,2011,16701.2775
8810,31/12/2012,2012,15480.2952
8810,31/12/2013,2013,16207.6903
8810,31/12/2014,2014,20946.7102
8810,31/12/2015,2015,19549.3606
8810,31/12/2016,2016,22153.5201
8810,31/12/2017,2017,26007.5
8810,31/12/2018,2018,26233.2
8823,31/12/2006,2006,8456.0328
8823,31/12/2007,2007,2709.8235
8823,31/12/2008,2008,2821.7872
8823,31/12/2009,2009,3806.9
8823,31/12/2010,2010,2872.8506
8823,31/12/2011,2011,2414.2565
8823,31/12/2012,2012,7020.8013
8823,31/12/2013,2013,7767.081
8823,31/12/2014,2014,7928.5901
8823,31/12/2015,2015,6221.8174
8823,31/12/2016,2016,5864.8742
8823,31/12/2017,2017,9534.504
8823,31/12/2018,2018,7202.0889
8972,31/12/2006,2006,23541.936
8972,31/12/2007,2007,25870.0972
8972,31/12/2008,2008,20421.104
8972,31/12/2009,2009,19469.408
8972,31/12/2010,2010,16654.596
8972,31/12/2011,2011,16395.982
8972,31/12/2012,2012,18885.436
8972,31/12/2013,2013,28525.15
8972,31/12/2014,2014,33240.641
8972,31/12/2015,2015,37234.47
8972,31/12/2016,2016,41577.6
8972,31/12/2017,2017,54175.94
8972,31/12/2018,2018,43260.035
9063,31/12/2006,2006,4407.974
9063,31/12/2007,2007,2824.375
9063,31/12/2008,2008,1747.3076
9063,31/12/2009,2009,3288.6487
9063,31/12/2010,2010,4183.8648
9063,31/12/2011,2011,5006.393
9063,31/12/2012,2012,4797.9832
9063,31/12/2013,2013,6008.2664
9063,31/12/2014,2014,6845.2383
9063,31/12/2015,2015,6610.5666
9063,31/12/2016,2016,4896.7198
9063,31/12/2017,2017,4699.7748
9063,31/12/2018,2018,3213.7854
9203,30/09/2006,2006,9923.48
9203,30/09/2007,2007,10384.794
9203,30/09/2008,2008,5347.088
9203,30/09/2009,2009,6053.46
9203,30/09/2010,2010,8747.141
9203,30/09/2011,2011,7946.4
9203,30/09/2012,2012,9723.09
9203,30/09/2013,2013,14853.966
9203,30/09/2014,2014,15020.596
9203,30/09/2015,2015,13434.628
9203,30/09/2016,2016,15720.69
9203,30/09/2017,2017,22882.164
9203,30/09/2018,2018,22708.672
9248,31/01/2007,2006,4513.7408
9248,31/01/2008,2007,3908.8984
9248,31/01/2009,2008,3746.5193
9248,31/01/2010,2009,5646.129
9248,31/01/2011,2010,7697.7076
9248,31/01/2012,2011,11529.2285
9248,31/01/2013,2012,13177.0437
9248,31/01/2014,2013,14493.3522
9248,31/01/2015,2014,19027.0737
9248,31/01/2016,2015,22635.5921
9248,31/01/2017,2016,25908.0462
9248,31/01/2018,2017,31276.727
9248,31/01/2019,2018,33922.453
9258,31/12/2006,2006,3667.3384
9258,31/12/2007,2007,4390.438
9258,31/12/2008,2008,1797.2724
9258,31/12/2009,2009,2577.1791
9258,31/12/2010,2010,4408.9235
9258,31/12/2011,2011,3748.2117
9258,31/12/2012,2012,3884.078
9258,31/12/2013,2013,4392.985
9258,31/12/2014,2014,2904.8325
9258,31/12/2015,2015,2115.6651
9258,31/12/2016,2016,2370.695
9258,31/12/2017,2017,1977.858
9258,31/12/2018,2018,1066.369
9299,31/12/2006,2006,3100.4653
9299,31/12/2007,2007,2728.5544
9299,31/12/2008,2008,2158.4172
9299,31/12/2009,2009,2199.3014
9299,31/12/2010,2010,2693.852
9299,31/12/2011,2011,2717.7922
9299,31/12/2012,2012,2565.004
9299,31/12/2013,2013,3935.0563
9299,31/12/2014,2014,4924.764
9299,31/12/2015,2015,3039.8935
9299,31/12/2016,2016,3979.7857
9299,31/12/2017,2017,4457.2224
9299,31/12/2018,2018,2557.5354
9359,31/12/2006,2006,15209.856
9359,31/12/2007,2007,15055.821
9359,31/12/2008,2008,10194.953
9359,31/12/2009,2009,8266.907
9359,31/12/2010,2010,8276.32
9359,31/12/2011,2011,6240.464
9359,31/12/2012,2012,4332.555
9359,31/12/2013,2013,7494.357
9372,31/12/2006,2006,12939.7539
9372,31/12/2007,2007,13933.3021
9372,31/12/2008,2008,11382.1427
9372,31/12/2009,2009,11936.5076
9372,31/12/2010,2010,14065.5195
9372,31/12/2011,2011,10962.8288
9372,31/12/2012,2012,10684.7187
9372,31/12/2013,2013,17910.7982
9372,31/12/2014,2014,18641.4998
9372,31/12/2015,2015,17508.7065
9445,31/12/2006,2006,4752.54
9445,31/12/2007,2007,4931.55
9445,31/12/2008,2008,4200.8
9445,31/12/2009,2009,4634.64
9445,31/12/2010,2010,5156.2
9445,31/12/2011,2011,5857.8
9445,31/12/2012,2012,6024.48
9445,31/12/2013,2013,6617.13
9445,31/12/2014,2014,8619.08
9445,31/12/2015,2015,8644.021
9445,31/12/2016,2016,10471.712
9445,31/12/2017,2017,5688.54
9465,31/12/2006,2006,74395.7219
9465,31/12/2007,2007,117612.7459
9465,31/12/2008,2008,50546.2953
9465,31/12/2009,2009,77782.55
9465,31/12/2010,2010,113657.7785
9465,31/12/2011,2011,91110.1703
9465,31/12/2012,2012,92046.2812
9465,31/12/2013,2013,117803.5063
9465,31/12/2014,2014,108924.3979
9465,31/12/2015,2015,87631.668
9465,31/12/2016,2016,116814.4102
9465,31/12/2017,2017,93263.2449
9465,31/12/2018,2018,49897.3411
9555,31/12/2006,2006,5236.7718
9555,31/12/2007,2007,3740.0488
9555,31/12/2008,2008,2358.772
9555,31/12/2009,2009,3474.3847
9555,31/12/2010,2010,4054.3377
9555,31/12/2011,2011,3305.387
9555,31/12/2012,2012,3406.7106
9555,31/12/2013,2013,6680.576
9555,31/12/2014,2014,8932.8728
9555,31/12/2015,2015,8742.1798
9555,31/12/2016,2016,8772.4739
9555,31/12/2017,2017,8311.7828
9555,31/12/2018,2018,5422.9854
9667,31/12/2006,2006,8492.0627
9667,31/12/2007,2007,7128.1246
9667,31/12/2008,2008,6992.8413
9667,31/12/2009,2009,6746.7911
9667,31/12/2010,2010,8963.0088
9667,31/12/2011,2011,9271.0466
9667,31/12/2012,2012,15884.9914
9667,31/12/2013,2013,18373.6715
9667,31/12/2014,2014,24910.9402
9667,31/12/2015,2015,23947.3212
9667,31/12/2016,2016,24996.3136
9667,31/12/2017,2017,38496.1954
9667,31/12/2018,2018,36637.8148
9699,31/12/2006,2006,5129.52
9699,31/12/2007,2007,7065.24
9699,31/12/2008,2008,5157.504
9699,31/12/2009,2009,6151.935
9699,31/12/2010,2010,8120.32
9699,31/12/2011,2011,7557.66
9699,31/12/2012,2012,8829.6
9699,31/12/2013,2013,11187.19
9699,31/12/2014,2014,16335.13
9777,30/04/2007,2006,3169.4596
9777,30/04/2008,2007,2724.5952
9777,30/04/2009,2008,4665.8268
9777,30/04/2010,2009,7274.5973
9777,30/04/2011,2010,8570.892
9777,30/04/2012,2011,8781.9946
9777,30/04/2013,2012,10992.653
9777,30/04/2014,2013,9832.066
9777,30/04/2015,2014,13861.3658
9777,30/04/2016,2015,14768.6629
9777,30/04/2017,2016,14375.1168
9777,30/04/2018,2017,12956.4078
9777,30/04/2019,2018,13948.1815
9778,31/12/2006,2006,2771.2664
9778,31/12/2007,2007,2770.375
9778,31/12/2008,2008,2262.066
9778,31/12/2009,2009,2440.3037
9778,31/12/2010,2010,3291.9376
9778,31/12/2011,2011,2947.3495
9778,31/12/2012,2012,4601.5625
9778,31/12/2013,2013,6364.8643
9778,31/12/2014,2014,7946.3716
9778,31/12/2015,2015,9957.8544
9778,31/12/2016,2016,9925.0965
9778,31/12/2017,2017,9881.067
9778,31/12/2018,2018,8079.7222
9783,31/12/2006,2006,15179.7886
9783,31/12/2007,2007,9117.1959
9783,31/12/2008,2008,4217.417
9783,31/12/2009,2009,4875.8693
9783,31/12/2010,2010,7793.3808
9783,31/12/2011,2011,7328.6315
9783,31/12/2012,2012,7794.975
9783,31/12/2013,2013,11953.5161
9783,31/12/2014,2014,11945.7017
9783,31/12/2015,2015,11023.5557
9783,31/12/2016,2016,19719.0668
9783,31/12/2017,2017,21563.4243
9783,31/12/2018,2018,15068.2543
9846,31/12/2006,2006,14817.8843
9846,31/12/2007,2007,17388.5331
9846,31/12/2008,2008,10465.0493
9846,31/12/2009,2009,11331.7066
9846,31/12/2010,2010,12576.3046
9846,31/12/2011,2011,13488.5754
9846,31/12/2012,2012,14723.3991
9846,31/12/2013,2013,15085.0493
9846,31/12/2014,2014,21334.1043
9846,31/12/2015,2015,19291.2693
9846,31/12/2016,2016,23455.1339
9846,31/12/2017,2017,20604.2876
9846,31/12/2018,2018,18496.2905
9850,31/12/2006,2006,27512.304
9850,31/12/2007,2007,29589.5
9850,31/12/2008,2008,28756.104
9850,31/12/2009,2009,27310.638
9850,31/12/2010,2010,32240.8882
9850,31/12/2011,2011,40046.6363
9850,31/12/2012,2012,37149.1481
9850,31/12/2013,2013,36468.1055
9850,31/12/2014,2014,44580.9285
9850,31/12/2015,2015,42659.4256
9850,31/12/2016,2016,48717.4809
9850,31/12/2017,2017,48455.6283
9850,31/12/2018,2018,45403.969
9882,31/12/2006,2006,12000.2939
9882,31/12/2007,2007,8964.5356
9882,31/12/2008,2008,6378.7397
9882,31/12/2009,2009,8490.1011
9882,31/12/2010,2010,9701.7063
9882,31/12/2011,2011,6613.1222
9882,31/12/2012,2012,7478.4666
9882,31/12/2013,2013,13196.949
9882,31/12/2014,2014,28591.1381
9882,31/12/2015,2015,27885.7421
9882,31/12/2016,2016,30659.6242
9882,31/12/2017,2017,38520.663
9882,31/12/2018,2018,25684.9874
9899,31/12/2006,2006,223035.1695
9899,31/12/2007,2007,251169.7302
9899,31/12/2008,2008,167950.7565
9899,31/12/2009,2009,165431.1259
9899,31/12/2010,2010,173667.7361
9899,31/12/2011,2011,179217.7229
9899,31/12/2012,2012,188148.8255
9899,31/12/2013,2013,183757.2706
9899,31/12/2014,2014,174228.4077
9899,31/12/2015,2015,211447.3854
9899,31/12/2016,2016,261091.4148
9899,31/12/2017,2017,238700.844
9899,31/12/2018,2018,207817.6917
9904,31/12/2006,2006,5921.8377
9904,31/12/2007,2007,9510.2896
9904,31/12/2008,2008,9948.298
9904,31/12/2009,2009,16671.2714
9904,31/12/2010,2010,13009.8071
9904,31/12/2011,2011,11145.7824
9904,31/12/2012,2012,11728.1128
9904,31/12/2013,2013,13880.6976
9904,31/12/2014,2014,9673.7046
9904,31/12/2015,2015,2773.5541
9904,31/12/2016,2016,5358.2479
9904,31/12/2017,2017,2857.5347
9904,31/12/2018,2018,1862.9342
10016,31/12/2006,2006,4115.7839
10016,31/12/2007,2007,3896.7739
10016,31/12/2008,2008,2689.6716
10016,31/12/2009,2009,4145.4733
10016,31/12/2010,2010,11123.6239
10016,31/12/2011,2011,11427.5772
10016,31/12/2012,2012,11831.6494
10016,31/12/2013,2013,12545.6005
10016,31/12/2014,2014,15096.57
10016,31/12/2015,2015,16430.4431
10016,31/12/2016,2016,17497.1064
10016,31/12/2017,2017,26138.7082
10016,31/12/2018,2018,18117.0212
10035,31/12/2006,2006,22419.6187
10035,31/12/2007,2007,31366.2608
10035,31/12/2008,2008,16973.1761
10035,31/12/2009,2009,21549.4264
10035,31/12/2010,2010,23246.183
10035,31/12/2011,2011,19648.0614
10035,31/12/2012,2012,21561.7006
10035,31/12/2013,2013,31860.7273
10035,31/12/2014,2014,32592.8075
10035,31/12/2015,2015,26520.9067
10035,31/12/2016,2016,29684.2991
10035,31/12/2017,2017,35886.3165
10035,31/12/2018,2018,23963.2573
10096,31/12/2006,2006,16491.7764
10096,31/12/2007,2007,
10096,31/12/2008,2008,
10096,31/12/2009,2009,
10096,31/12/2010,2010,17165.6393
10096,31/12/2011,2011,22890.3359
10096,31/12/2012,2012,24844.4045
10096,31/12/2013,2013,25855.7235
10096,31/12/2014,2014,
10096,31/12/2015,2015,
10096,31/12/2016,2016,
10096,31/12/2017,2017,36335.277
10096,31/12/2018,2018,35245.8557
10115,31/12/2006,2006,22479.369
10115,31/12/2007,2007,30709.92
10115,31/12/2008,2008,15836.18
10115,31/12/2009,2009,20042.223
10115,31/12/2010,2010,21002.07
10115,31/12/2011,2011,18939.51
10115,31/12/2012,2012,20831.6
10115,31/12/2013,2013,28402.92
10115,31/12/2014,2014,35656.74
10115,31/12/2015,2015,34666.62
10115,31/12/2016,2016,44928.75
10115,31/12/2017,2017,57972.096
10115,31/12/2018,2018,58687.2
10187,31/12/2006,2006,29971.5584
10187,31/12/2007,2007,21772.2034
10187,31/12/2008,2008,10472.3731
10187,31/12/2009,2009,10127.8955
10187,31/12/2010,2010,14767.8664
10187,31/12/2011,2011,9504.3159
10187,31/12/2012,2012,15279.4877
10187,31/12/2013,2013,19733.7306
10187,31/12/2014,2014,21978.226
10187,31/12/2015,2015,21793.2221
10187,31/12/2016,2016,26941.6618
10187,31/12/2017,2017,30417.4333
10187,31/12/2018,2018,22541.0307
10247,30/06/2006,2006,18913.4618
10247,30/06/2007,2007,20184.6016
10247,30/06/2008,2008,16539.9198
10247,30/06/2009,2009,13263.7845
10247,30/06/2010,2010,16810.7594
10247,30/06/2011,2011,18445.402
10247,30/06/2012,2012,17467.0801
10247,30/06/2013,2013,20021.381
10247,30/06/2014,2014,21950.3813
10247,30/06/2015,2015,21454.8798
10247,30/06/2016,2016,28393.9518
10247,30/06/2017,2017,26676.8629
10247,30/06/2018,2018,35554.6422
10277,31/12/2006,2006,3609.685
10277,31/12/2007,2007,3629.589
10277,31/12/2008,2008,2629.315
10277,31/12/2009,2009,3469.458
10277,31/12/2010,2010,3825.22
10277,31/12/2011,2011,4130.412
10277,31/12/2012,2012,3630.216
10277,31/12/2013,2013,3746.252
10277,31/12/2014,2014,4813.101
10277,31/12/2015,2015,6270.745
10405,31/12/2006,2006,9176.9067
10405,31/12/2007,2007,8777.0304
10405,31/12/2008,2008,2484.8604
10405,31/12/2009,2009,4390.5939
10405,31/12/2010,2010,5437.5476
10405,31/12/2011,2011,5083.769
10405,31/12/2012,2012,3260.6336
10405,31/12/2013,2013,3847.4343
10405,31/12/2014,2014,3779.8815
10405,31/12/2015,2015,1228.2188
10405,31/12/2016,2016,1735.1753
10405,31/12/2017,2017,3038.188
10405,31/12/2018,2018,2736.1407
10453,31/12/2006,2006,2826.7219
10453,31/12/2007,2007,1789.7299
10453,31/12/2008,2008,715.9272
10453,31/12/2009,2009,1876.7628
10453,31/12/2010,2010,2555.7714
10453,31/12/2011,2011,2502.2908
10453,31/12/2012,2012,3173.7661
10453,31/12/2013,2013,3378.3002
10453,31/12/2014,2014,4286.7713
10453,31/12/2015,2015,4209.2595
10453,31/12/2016,2016,5059.0958
10453,31/12/2017,2017,8187.5948
10453,31/12/2018,2018,5507.8804
10499,31/12/2006,2006,41760.8928
10499,31/12/2007,2007,44863.2474
10499,31/12/2008,2008,19832.9459
10499,31/12/2009,2009,32317.4751
10499,31/12/2010,2010,37941.93
10499,31/12/2011,2011,33170.7868
10499,31/12/2012,2012,34231.6493
10499,31/12/2013,2013,47545.8797
10499,31/12/2014,2014,55957.9126
10499,31/12/2015,2015,55427.5991
10499,31/12/2016,2016,72676.9525
10499,31/12/2017,2017,102681.126
10499,31/12/2018,2018,89316.675
10519,31/12/2006,2006,11777.1369
10519,31/12/2007,2007,17832.13
10519,31/12/2008,2008,3357.1087
10519,31/12/2009,2009,5121.4363
10519,31/12/2010,2010,6518.47
10519,31/12/2011,2011,5156.3618
10519,31/12/2012,2012,6724.6098
10519,31/12/2013,2013,10368.4888
10519,31/12/2014,2014,11646.868
10519,31/12/2015,2015,11520.3183
10519,31/12/2016,2016,13125.1367
10519,31/12/2017,2017,14796.6439
10519,31/12/2018,2018,10836.2098
10530,31/12/2006,2006,18868.0405
10530,31/12/2007,2007,23950.9278
10530,31/12/2008,2008,14240.1016
10530,31/12/2009,2009,19520.0416
10530,31/12/2010,2010,21666.2432
10530,31/12/2011,2011,16701.0935
10530,31/12/2012,2012,22797.7783
10530,31/12/2013,2013,40304.3574
10530,31/12/2014,2014,50174.8863
10530,31/12/2015,2015,56687.5155
10530,31/12/2016,2016,55515.5128
10530,31/12/2017,2017,76201.6922
10530,31/12/2018,2018,89990.8824
10631,31/12/2006,2006,5196.5077
10631,31/12/2007,2007,5543.02
10631,31/12/2008,2008,2753.842
10631,31/12/2009,2009,3405.2986
10631,31/12/2010,2010,2991.8406
10631,31/12/2011,2011,3697.4464
10631,31/12/2012,2012,4006.204
10631,31/12/2013,2013,6247.2218
10631,31/12/2014,2014,6280.5284
10631,31/12/2015,2015,9102.4938
10631,31/12/2016,2016,8994.6025
10631,31/12/2017,2017,14307.6183
10631,31/12/2018,2018,14679.8359
10787,30/09/2006,2006,55759.4388
10787,30/09/2007,2007,22006.0307
10787,30/09/2008,2008,16556.9307
10787,30/09/2009,2009,16349.1747
10787,30/09/2010,2010,17939.1524
10787,30/09/2011,2011,18933.428
10787,30/09/2012,2012,26002.7531
10787,30/09/2013,2013,16211.8308
10787,30/09/2014,2014,19027.0667
10787,30/09/2015,2015,14130.8607
10793,30/09/2006,2006,5634.1287
10793,30/09/2007,2007,6347.9063
10793,30/09/2008,2008,4508.9022
10793,30/09/2009,2009,4757.3168
10793,30/09/2010,2010,6043.2246
10793,30/09/2011,2011,6419.5544
10793,30/09/2012,2012,5751.18
10793,30/09/2013,2013,9728.32
10793,30/09/2014,2014,14803.12
10793,30/09/2015,2015,15903.9
10793,30/09/2016,2016,26955.87
10793,30/09/2017,2017,25897.9132
10793,30/09/2018,2018,21787.98
10860,31/12/2006,2006,11100.618
10860,31/12/2007,2007,11291.943
10860,31/12/2008,2008,7061.098
10860,31/12/2009,2009,6635.33
10860,31/12/2010,2010,6776.876
10860,31/12/2011,2011,8037.338
10860,31/12/2012,2012,7452.672
10860,31/12/2013,2013,8772.416
10860,31/12/2014,2014,11191.138
10860,31/12/2015,2015,10487.598
10860,31/12/2016,2016,12726.796
10860,31/12/2017,2017,14310.974
10860,31/12/2018,2018,15948.735
10867,31/12/2006,2006,24861.2274
10867,31/12/2007,2007,32770.4894
10867,31/12/2008,2008,24054.2028
10867,31/12/2009,2009,32272.056
10867,31/12/2010,2010,45548.5056
10867,31/12/2011,2011,50843.7842
10867,31/12/2012,2012,59021.1398
10867,31/12/2013,2013,76608.168
10867,31/12/2014,2014,105235.3916
10867,31/12/2015,2015,66408.3002
10867,31/12/2016,2016,84584.6323
10867,31/12/2017,2017,104721.1038
10867,31/12/2018,2018,100224.6291
10903,31/12/2006,2006,
10903,31/12/2007,2007,
10903,31/12/2008,2008,
10903,31/12/2009,2009,
10903,31/12/2010,2010,39215.46
10903,31/12/2011,2011,
10903,31/12/2012,2012,
10903,31/12/2013,2013,
10903,31/12/2014,2014,
10903,31/12/2015,2015,
10903,31/12/2016,2016,
10903,31/12/2017,2017,
10903,31/12/2018,2018,239155.2
10920,31/12/2006,2006,79962.8709
10920,31/12/2007,2007,73150.1514
10920,31/12/2008,2008,54908.4152
10920,31/12/2009,2009,56959.9192
10920,31/12/2010,2010,71645.0244
10920,31/12/2011,2011,70168.7168
10920,31/12/2012,2012,70297.8685
10920,31/12/2013,2013,96979.1726
10920,31/12/2014,2014,100335.2606
10920,31/12/2015,2015,85105.0422
10920,31/12/2016,2016,99740.1246
10920,31/12/2017,2017,102661.4273
10920,31/12/2018,2018,83680.74
11060,31/12/2006,2006,9208.1448
11060,31/12/2007,2007,7538.7307
11060,31/12/2008,2008,6016.375
11060,31/12/2009,2009,8077.2734
11060,31/12/2010,2010,9302.0968
11060,31/12/2011,2011,14039.6334
11060,31/12/2012,2012,16637.6489
11060,31/12/2013,2013,27448.9254
11060,31/12/2014,2014,32421.214
11060,31/12/2015,2015,26556.7215
11060,31/12/2016,2016,22087.5936
11060,31/12/2017,2017,29290.828
11060,31/03/2019,2018,34488.0608
11115,30/09/2006,2006,6925.8042
11115,30/09/2007,2007,5245.2564
11115,30/09/2008,2008,7174.9567
